400.177917,5.868401
401.572266,6.668453
402.966614,7.045724
404.360962,7.184683
405.755310,7.396644
407.149658,7.698322
408.544006,7.878379
409.938354,7.928583
411.332703,8.116071
412.727051,8.489155
414.121399,8.572708
415.515747,7.912158
416.910095,6.848751
418.304443,6.352979
419.698792,6.934268
421.093140,8.040202
422.487488,8.765109
423.881836,8.919135
425.276184,9.040161
426.670532,9.485500
428.064880,9.986068
429.459229,10.177560
430.853577,10.159719
432.247925,10.250937
433.642273,10.484756
435.036621,10.680996
436.430969,10.854619
437.825317,11.169289
439.219666,11.533709
440.614014,11.640954
442.008362,11.502868
443.402710,11.583782
444.797058,12.177656
446.191406,12.936775
447.585754,13.324819
448.980103,13.371494
450.374451,13.575671
451.768799,14.092090
453.163147,14.435429
454.557495,14.196193
455.951843,13.742431
457.346191,13.872295
458.740540,14.857562
460.134888,16.135120
461.529236,17.000664
462.923584,17.354441
464.317932,17.611013
465.712280,18.031929
467.106628,18.404995
468.500977,18.413937
469.895325,18.153114
471.289673,18.100882
472.684021,18.596640
474.078369,19.479183
475.472717,20.297712
476.867065,20.787960
478.261414,21.034029
479.655762,21.208254
481.050110,21.338795
482.444458,21.421972
483.838806,21.606449
485.233154,22.069466
486.627502,22.721632
488.021851,23.228586
489.416199,23.399994
490.810547,23.442839
492.204895,23.721573
493.599243,24.336020
494.993591,25.030857
496.387939,25.478428
497.782288,25.563471
499.176636,25.426123
500.570984,25.343807
501.965332,25.562468
503.359680,26.124374
504.754028,26.811945
506.148376,27.350155
507.542725,27.705568
508.937073,28.108093
510.331421,28.705729
511.725769,29.280600
513.120117,29.438545
514.514465,29.092684
515.908813,28.665071
517.303162,28.730595
518.697510,29.448496
520.091858,30.360037
521.486206,30.792629
522.880554,30.511454
524.274902,29.973030
525.669250,29.863194
527.063599,30.370352
528.457947,31.007322
529.852295,31.205460
531.246643,30.948780
532.640991,30.671244
534.035339,30.631960
535.429688,30.654217
536.824036,30.517366
538.218384,30.320152
539.612732,30.268873
541.007080,30.290657
542.401428,30.130775
543.795776,29.765900
545.190125,29.461061
546.584473,29.385765
547.978821,29.407831
549.373169,29.346176
550.767517,29.222229
552.161865,29.130640
553.556213,29.027573
554.950562,28.825417
556.344910,28.584496
557.739258,28.425932
559.133606,28.316908
560.527954,28.130920
561.922302,27.877693
563.316650,27.682148
564.710999,27.549212
566.105347,27.372824
567.499695,27.200260
568.894043,27.242453
570.288391,27.516724
571.682739,27.717136
573.077087,27.626066
574.471436,27.464153
575.865784,27.591656
577.260132,27.986668
578.654480,28.310984
580.048828,28.436625
581.443176,28.600021
582.837524,28.983438
584.231873,29.441198
585.626221,29.759274
587.020569,29.947144
588.414917,30.112825
589.809265,30.264742
591.203613,30.433542
592.597961,30.789795
593.992310,31.390011
595.386658,31.951771
596.781006,32.183502
598.175354,32.241180
599.569702,32.532833
600.964050,33.101810
602.358398,33.577465
603.752747,33.775730
605.147095,33.949268
606.541443,34.294949
607.935791,34.614407
609.330139,34.721523
610.724487,34.802883
612.118835,35.000443
613.513184,34.980679
614.907532,34.467163
616.301880,33.976624
617.696228,34.331917
619.090576,35.427555
620.484924,36.205879
621.879272,36.089943
623.273621,35.751549
624.667969,36.017006
626.062317,36.644958
627.456665,36.868511
628.851013,36.686234
630.245361,36.737320
631.639709,37.094360
633.034058,37.154453
634.428406,36.806084
635.822754,36.729324
637.217102,37.188385
638.611450,37.458828
640.005798,37.045746
641.400146,36.617714
642.794495,36.862206
644.188843,37.142849
645.583191,36.480911
646.977539,35.411366
648.371887,35.391483
649.766235,36.418812
651.160583,36.892017
652.554932,36.267258
653.949280,36.090897
655.343628,37.328220
656.737976,38.406822
658.132324,37.815948
659.526672,37.284435
660.921021,39.412685
662.315369,42.347229
663.709717,40.415806
665.104065,31.882139
666.498413,23.308132
667.892761,22.985815
669.287109,31.064301
670.681458,39.452740
672.075806,41.639709
673.470154,39.310482
674.864502,38.006229
676.258850,39.364437
677.653198,40.594387
679.047546,39.987392
680.441895,39.275158
681.836243,40.194000
683.230591,41.698708
684.624939,42.045193
686.019287,41.681396
687.413635,42.239712
688.807983,43.770924
690.202332,44.876915
691.596680,45.134331
692.991028,45.595001
694.385376,46.803329
695.779724,47.917027
697.174072,48.280060
698.568420,48.543785
699.962769,49.439350
701.357117,50.461143
702.751465,50.761948
704.145813,50.654236
705.540161,51.105896
706.934509,52.105053
708.328857,52.682293
709.723206,52.533562
711.117554,52.518353
712.511902,53.224899
713.906250,53.966419
715.300598,53.788670
716.694946,52.865372
718.089294,52.236744
719.483643,52.505898
720.877991,53.387596
722.272339,54.329166
723.666687,54.998547
725.061035,55.243557
726.455383,55.115982
727.849731,54.985107
729.244080,55.210911
730.638428,55.648148
732.032776,55.844547
733.427124,55.741749
734.821472,55.741390
736.215820,55.996609
737.610168,56.137440
739.004517,55.923473
740.398865,55.699413
741.793213,55.836639
743.187561,56.104912
744.581909,56.067459
745.976257,55.831661
747.370605,55.872742
748.764954,56.242630
750.159302,56.522285
751.553650,56.559696
752.947998,56.691643
754.342346,57.093777
755.736694,57.440796
757.131042,57.475708
758.525391,57.459175
759.919739,57.692013
761.314087,57.969357
762.708435,57.959152
764.102783,57.843601
765.497131,58.066814
766.891479,58.592297
768.285828,58.959892
769.680176,59.048996
771.074524,59.230717
772.468872,59.663288
773.863220,59.984951
775.257568,59.944359
776.651917,59.851635
778.046265,60.045876
779.440613,60.308640
780.834961,60.253483
782.229309,60.008286
783.623657,59.996346
785.018005,60.203495
786.412354,60.215855
787.806702,59.951672
789.201050,59.799610
790.595398,59.928406
791.989746,59.991123
793.384094,59.739857
794.778442,59.462643
796.172791,59.474586
797.567139,59.566105
798.961487,59.380241
800.355835,59.048557
801.750183,58.966942
803.144531,59.115047
804.538879,59.123356
805.933228,58.955708
807.327576,58.988461
808.721924,59.339050
810.116272,59.637024
811.510620,59.649490
812.904968,59.664215
814.299316,59.957817
815.693665,60.292744
817.088013,60.332951
818.482361,60.242851
819.876709,60.407978
821.271057,60.765095
